NT Book	NT Chapter	NT Verse	Greek text (NT)	Text re-use typology 1	Text re-use typology 2	Text re-use typology 3	Text re-use typology 4	Ps (LXX)	Ps Chapter	Ps Verse	Greek text (Psalms)	French translation (PS) Giguet	French translation (NT) TOB	Source (PNT = The Psalms in the New Testament, NA= Nestle-Aland, si vide, trouvé sur internet)				
Ephesians	4	26	"
ὀργίζεσθε καὶ μὴ ἁμαρτάνετε· ὁ ἥλιος μὴ ἐπιδυέτω ἐπὶ [τῷ] παροργισμῷ ὑμῶν,"	quotation	implicit	litteral		Psalms	4	5	" 	
ὀργίζεσθε καὶ μὴ ἁμαρτάνετε· λέγετε ἐν ταῖς καρδίαις ὑμῶν καὶ ἐπὶ ταῖς κοίταις ὑμῶν κατανύγητε. διάψαλμα."	Indignez-vous, mais ne péchez pas ; soyez touchés de componction de ce que vous méditez sur votre couche au fond de vos cœurs. Interlude.	"

Etes-vous en colère? ne péchez pas; que le soleil ne se couche pas sur votre ressentiment."	PNT				
Ephesians	4	8-10	διὸ λέγει, ’Αναβὰς εἰς ὕψος ᾐχμαλώτευσεν αἰχμαλωσίαν, ἔδωκεν δόματα τοῖς ἀνθρώποις. 9  τὸ δὲ ’Ανέβη τί ἐστιν εἰ μὴ ὅτι καὶ κατέβη εἰς τὰ κατώτερα [μέρη] τῆς γῆς; 10 ὁ καταβὰς αὐτός ἐστιν καὶ ὁ ἀναβὰς ὑπεράνω πάντων τῶν οὐρανῶν, ἵνα πληρώσῃ τὰ πάντα.	quotation	explicit	modified	with commentary	Psalms	67	19	ἀνέβης εἰς ὕψος, ᾐχμαλώτευσας αἰχμαλωσίαν, ἔλαβες δόματα ἐν ἀνθρώπῳ,καὶ γὰρ ἀπειθοῦντες τοῦ κατασκηνῶσαι. κύριος ὁ θεὸς εὐλογητός,	Monté en haut, tu as emmené des captifs ; tu as reçu des présents pour les hommes,même pour abriter des infidèles.	D'où cette parole: Monté dans les hauteurs, il a capturé des prisonniers; il a fait des dons aux hommes. 9  Il est monté! Qu'est-ce à dire, sinon qu'il est aussi descendu jusqu'en bas sur la terre? 10 Celui qui est descendu, est aussi celui qui est monté plus haut que tous les cieux, afin de remplir l'univers.	PNT Swete				
Ephesians	5	2	καὶ περιπατεῖτε ἐν ἀγάπῃ, καθὼς καὶ ὁ Χριστὸς ἠγάπησεν ἡμᾶς καὶ παρέδωκεν ἑαυτὸν ὑπὲρ ἡμῶν προσφορὰν καὶ θυσίαν τῷ θεῷ εἰς ὀσμὴν εὐωδίας.	echo	implicit	thematic and semantic	among other verses	Psalms	39	7	θυσίαν καὶ προσϕορὰν οὐκ ἠθέλησας, ὠτία δὲ κατηρτίσω μοι·ὁλοκαύτωμα καὶ περὶ ἁμαρτίας οὐκ ᾔτησας.	u n'as voulu ni offrandes ni victimes ; mais tu m'as donné des oreilles ;tu n'as demandé ni holocaustes ni oblations pour le péché.	"

vivez dans l'amour, comme le Christ nous a aimés et s'est livré lui-même à Dieu pour nous, en offrande et victime, comme un parfum d'agréable odeur."	NA				
Ga	1	5	"
ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων· ἀμήν.
"	echo	implicit	thematic and semantic, lexical	among other verses, motive resumption	Psalms	71	19	καὶ εὐλογητὸν τὸ ὄνομα τῆς δόξης αὐτοῦ εἰς τὸν αἰῶνακαὶ εἰς τὸν αἰῶνα τοῦ αἰῶνος,καὶ πληρωθήσεται τῆς δόξης αὐτοῦ πᾶσα ἡ γῆ. γένοιτο γένοιτο.	Et béni soit son nom glorieux dans l'éternitéet dans tous les siècles,et que toute la terre soit pleine de sa gloire. Ainsi soit-il, ainsi soit-il	"

A lui soit la gloire pour les siècles des siècles. Amen."	automatic detection				
Ga	1	5	"
ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων· ἀμήν.
"	echo	implicit	thematic and semantic, lexical	among other verses, motive resumption	Psalms	83	5	μακάριοι οἱ κατοικοῦντες ἐν τῷ οἴκῳ σου, εἰς τοὺς αἰῶνας τῶν αἰώνων αἰνέσουσίν σε.διάψαλμα.	Heureux ceux qui demeurent en ta maison ; ils te loueront dans tous les siècles des siècles.	A lui soit la gloire pour les siècles des siècles. Amen.	automatic detection				
Ga	1	5	"
ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων· ἀμήν.
"	echo	implicit	thematic and semantic, lexical	among other verses, motive resumption	Psalms	103	31	ἤτω ἡ δόξα κυρίου εἰς τὸν αἰῶνα, εὐϕρανθήσεται κύριος ἐπὶ τοῖς ἔργοις αὐτοῦ·	Que la gloire du Seigneur soit éternelle ; le Seigneur se complaira dans ses œuvres.	A lui soit la gloire pour les siècles des siècles. Amen.	automatic detection				
Galatians	2	16	εἰδότες [δὲ] ὅτι οὐ δικαιοῦται ἄνθρωπος ἐξ ἔργων νόμου ἐὰν μὴ διὰ πίστεως ’Ιησοῦ Χριστοῦ, καὶ ἡμεῖς εἰς Χριστὸν ’Ιησοῦν ἐπιστεύσαμεν, ἵνα δικαιωθῶμεν ἐκ πίστεως Χριστοῦ καὶ οὐκ ἐξ ἔργων νόμου, ὅτι ἐξ ἔργων νόμου οὐ δικαιωθήσεται πᾶσα σάρξ.	echo	implicit	thematic and semantic		Psalms	142	2	καὶ μὴ εἰσέλθῃς εἰς κρίσιν μετὰ τοῦ δούλου σου, ὅτι οὐ δικαιωθήσεται ἐνώπιόν σου πᾶς ζῶν.	Et n'entre point en jugement avec ton serviteur ; car nul homme vivant ne sera justifié devant toi.	Nous savons cependant que l'homme n'est pas justifié par les œuvres de la loi, mais seulement par la foi de Jésus Christ; nous avons cru, nous aussi, en Jésus Christ, afin d'être justifiés par la foi du Christ et non par les œuvres de la loi, parce que, par les œuvres de la loi, personne ne sera justifié.	PNT NA				
Galatians	3	13	Χριστὸς ἡμᾶς ἐξηγόρασεν ἐκ τῆς κατάρας τοῦ νόμου γενόμενος ὑπὲρ ἡμῶν κατάρα, ὅτι γέγραπται, ’Επικατάρατος πᾶς ὁ κρεμάμενος ἐπὶ ξύλου,	echo	implicit	thematic		Psalms	21	7	ἐγὼ δέ εἰμι σκώληξ καὶ οὐκ ἄνθρωπος, ὄνειδος ἀνθρώπου καὶ ἐξουδένημα λαοῦ.	Mais moi je suis un ver de terre et non un homme ; opprobre des hommes et mépris du peuple.	"

Christ a payé pour nous libérer de la malédiction de la loi, en devenant lui-même malédiction pour nous, puisqu'il est écrit: Maudit quiconque est pendu au bois. Dt21:23"					
Galatians	3	16	"
τῷ δὲ ’Αβραὰμ ἐρρέθησαν αἱ ἐπαγγελίαι καὶ τῷ σπέρματι αὐτοῦ. οὐ λέγει, Καὶ τοῖς σπέρμασιν, ὡς ἐπὶ πολλῶν, ἀλλ’ ὡς ἐφ’ ἑνός, Καὶ τῷ σπέρματί σου, ὅς ἐστιν Χριστός."	echo	implicit	thematic		Psalms	88	38-52			Eh bien, c'est à Abraham que les promesses ont été faites, et à sa descendance. Il n'est pas dit: et aux descendances, comme s'il s'agissait de plusieurs, mais c'est d'une seule qu'il s'agit: et à ta descendance, c'est-à-dire Christ.	PNT				
Galatians	4	26	ἡ δὲ ἄνω ’Ιερουσαλὴμ ἐλευθέρα ἐστίν, ἥτις ἐστὶν μήτηρ ἡμῶν·	echo	implicit	thematic and semantic	motive resumption	Psalms	86	5	Μήτηρ Σιων, ἐρεῖ ἄνθρωπος, καὶ ἄνθρωπος ἐγενήθη ἐν αὐτῇ, καὶ αὐτὸς ἐθεμελίωσεν αὐτὴν ὁ ὕψιστος.	Un homme dira : Ma mère est Sion ; et cet homme y est né, et le Très-Haut lui-même en a été le fondateur.	"

Mais la Jérusalem d'en haut est libre, et c'est elle notre mère:"	NA				
He	2	6	"
διεμαρτύρατο δέ πού τις λέγων, Τί ἐστιν ἄνθρωπος ὅτι μιμνῄσκῃ αὐτοῦ, ἢ υἱὸς ἀνθρώπου ὅτι ἐπισκέπτῃ αὐτόν;
"	quotation	explicit	modified	long	Psalms	143	3	κύριε, τί ἐστιν ἄνθρωπος, ὅτι ἐγνώσθης αὐτῷ, ἢ υἱὸς ἀνθρώπου, ὅτι λογίζῃ αὐτόν;	Seigneur, qu'est-ce donc que l'homme pour que tu te sois révélé à lui, ou le fils de l'homme pour que tu tienne compte de lui ?	"

L'attestation en fut donnée quelque part en ces termes: Qu'est-ce que l'homme pour que tu te souviennes de lui? Ou le fils de l'homme pour que tu portes tes regards sur lui?"	automatic detection				
He	7	24	"
ὁ δὲ διὰ τὸ μένειν αὐτὸν εἰς τὸν αἰῶνα ἀπαράβατον ἔχει τὴν ἱερωσύνην·
"	echo	implicit	lexical, thematic and semantic	with //, among other verses	Psalms	110	10	ἀρχὴ σοϕίας ϕόβος κυρίου,σύνεσις ἀγαθὴ πᾶσι τοῖς ποιοῦσιν αὐτήν.ἡ αἴνεσις αὐτοῦ μένει εἰς τὸν αἰῶνα τοῦ αἰῶνος.	La crainte du Seigneur est le commencement de la sagesse ;l'intelligence en est donnée à tous ceux qui la pratiquent ;on le louera dans tous les siècles des siècles.	"

mais lui, puisqu'il demeure pour l'éternité, possède un sacerdoce exclusif."	automatic detection				
He	10	8	"
ἀνώτερον λέγων ὅτι θυσίας καὶ προσφορὰς καὶ ὁλοκαυτώματα καὶ περὶ ἁμαρτίας οὐκ ἠθέλησας οὐδὲ εὐδόκησας, αἵτινες κατὰ νόμον προσφέρονται,
"	quotation	explicit	modified	motive resumption	Psalms	39	7	θυσίαν καὶ προσϕορὰν οὐκ ἠθέλησας, ὠτία δὲ κατηρτίσω μοι·ὁλοκαύτωμα καὶ περὶ ἁμαρτίας οὐκ ᾔτησας.	u n'as voulu ni offrandes ni victimes ; mais tu m'as donné des oreilles ;tu n'as demandé ni holocaustes ni oblations pour le péché.	"

Il déclare tout d'abord: Sacrifices, offrandes, holocaustes, sacrifices pour le péché, tu n'en as pas voulu, ils ne t'ont pas plu. Il s'agit là, notons-le, des offrandes prescrites par la loi."	automatic detection				
Hebrews	1	2	ἐπ’ ἐσχάτου τῶν ἡμερῶν τούτων ἐλάλησεν ἡμῖν ἐν υἱῷ, ὃν ἔθηκεν κληρονόμον πάντων, δι’ οὗ καὶ ἐποίησεν τοὺς αἰῶνας·	echo	implicit	thematic	among other verses	Psalms	2	8	αἴτησαι παρ’ ἐμοῦ, καὶ δώσω σοι ἔθνη τὴν κληρονομίαν σου καὶ τὴν κατάσχεσίν σου τὰ πέρατα τῆς γῆς·	Demande-moi, et je te donnerai les nations pour héritage, et pour ta possession les limites de la terre.	"

en la période finale où nous sommes, nous a parlé à nous par un Fils qu'il a établi héritier de tout, par qui aussi il a créé les mondes."	NA				
Hebrews	1	3	"
ὃς ὢν ἀπαύγασμα τῆς δόξης καὶ χαρακτὴρ τῆς ὑποστάσεως αὐτοῦ, φέρων τε τὰ πάντα τῷ ῥήματι τῆς δυνάμεως αὐτοῦ, καθαρισμὸν τῶν ἁμαρτιῶν ποιησάμενος ἐκάθισεν ἐν δεξιᾷ τῆς μεγαλωσύνης ἐν ὑψηλοῖς,"	echo	implicit	thematic	among other verses	Psalms	112	5	" 	
τίς ὡς κύριος ὁ θεὸς ἡμῶν ὁ ἐν ὑψηλοῖς κατοικῶν
"	Qui est comme le Seigneur notre Dieu, qui habite les hauteurs des cieux,	Ce Fils est resplendissement de sa gloire et expression de son être et il porte l'univers par la puissance de sa parole. Après avoir accompli la purification des péchés, il s'est assis à la droite de la Majesté dans les hauteurs,	NA				
Hebrews	1	3	"
ὃς ὢν ἀπαύγασμα τῆς δόξης καὶ χαρακτὴρ τῆς ὑποστάσεως αὐτοῦ, φέρων τε τὰ πάντα τῷ ῥήματι τῆς δυνάμεως αὐτοῦ, καθαρισμὸν τῶν ἁμαρτιῶν ποιησάμενος ἐκάθισεν ἐν δεξιᾷ τῆς μεγαλωσύνης ἐν ὑψηλοῖς,
"	echo	implicit	thematic and semantic		Psalms	109	1	Τῷ Δαυιδ ψαλμός. Εἶπεν ὁ κύριος τῷ κυρίῳ μου Κάθου ἐκ δεξιῶν μου, ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου.	[Psaume de David.] Le Seigneur a dit à mon Seigneur : Assieds-toi à ma droite, jusqu'à ce que j'aie fait de tes ennemis l'escabeau de tes pieds.	Ce Fils est resplendissement de sa gloire et expression de son être et il porte l'univers par la puissance de sa parole. Après avoir accompli la purification des péchés, il s'est assis à la droite de la Majesté dans les hauteurs,	PNT				
Hebrews	1	3	ὃς ὢν ἀπαύγασμα τῆς δόξης καὶ χαρακτὴρ τῆς ὑποστάσεως αὐτοῦ, φέρων τε τὰ πάντα τῷ ῥήματι τῆς δυνάμεως αὐτοῦ, καθαρισμὸν τῶν ἁμαρτιῶν ποιησάμενος ἐκάθισεν ἐν δεξιᾷ τῆς μεγαλωσύνης ἐν ὑψηλοῖς,	echo	implicit	thematic and semantic	among other verses	Psalms	109	1	Τῷ Δαυιδ ψαλμός.Εἶπεν ὁ κύριος τῷ κυρίῳ μου Κάθου ἐκ δεξιῶν μου,ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου.	[Psaume de David.]Le Seigneur a dit à mon Seigneur : Assieds-toi à ma droite,jusqu'à ce que j'aie fait de tes ennemis l'escabeau de tes pieds.	"

Ce Fils est resplendissement de sa gloire et expression de son être et il porte l'univers par la puissance de sa parole. Après avoir accompli la purification des péchés, il s'est assis à la droite de la Majesté dans les hauteurs,"	NA				
Hebrews	1	5	Τίνι γὰρ εἶπέν ποτε τῶν ἀγγέλων, Υἱός μου εἶ σύ, ἐγὼ σήμερον γεγέννηκά σε; καὶ πάλιν, ’Εγὼ ἔσομαι αὐτῷ εἰς πατέρα, καὶ αὐτὸς ἔσται μοι εἰς υἱόν;	quotation	explicit	litteral		Psalms	2	7	διαγγέλλων τὸ πρόσταγμα κυρίου Κύριος εἶπεν πρός με Υἱός μου εἶ σύ, ἐγὼ σήμερον γεγέννηκά σε·	Et j'annonce les préceptes du Seigneur.Le Seigneur m'a dit : Tu es mon fils ; aujourd'hui je t'ai engendré.	Auquel des anges, en effet, a-t-il jamais dit: Tu es mon fils, moi, aujourd'hui, je t'ai engendré? Moi, je serai pour lui un père et lui sera pour moi un fils?	PNT NA				
Hebrews	1	6	ὅταν δὲ πάλιν εἰσαγάγῃ τὸν πρωτότοκον εἰς τὴν οἰκουμένην, λέγει, Καὶ προσκυνησάτωσαν αὐτῷ πάντες ἄγγελοι θεοῦ.	quotation	explicit	litteral		Psalms	96	7	αἰσχυνθήτωσαν πάντες οἱ προσκυνοῦντες τοῖς γλυπτοῖς οἱ ἐγκαυχώμενοι ἐν τοῖς εἰδώλοις αὐτῶν·προσκυνήσατε αὐτῷ, πάντες οἱ ἄγγελοι αὐτοῦ.	Que tous ceux qui adorent des sculptures, et se glorifient dans leurs idoles, soient confondus !Et vous tous, ses anges, adorez-le !	Par contre, lorsqu'il introduit le premier-né dans le monde, il dit: Et que se prosternent devant lui tous les anges de Dieu.	PNT NA				
Hebrews	1	6	"
ὅταν δὲ πάλιν εἰσαγάγῃ τὸν πρωτότοκον εἰς τὴν οἰκουμένην, λέγει, Καὶ προσκυνησάτωσαν αὐτῷ πάντες ἄγγελοι θεοῦ.
"	echo	implicit	thematic and semantic	prophecy	Psalms	88	28	κἀγὼ πρωτότοκον θήσομαι αὐτόν, ὑψηλὸν παρὰ τοῖς βασιλεῦσιν τῆς γῆς.	Et moi je le tiendrai pour mon premier-né ; je l'élèverai au-dessus des rois de la terre.	"

Par contre, lorsqu'il introduit le premier-né dans le monde, il dit: Et que se prosternent devant lui tous les anges de Dieu."	NA				
Hebrews	1	7	καὶ πρὸς μὲν τοὺς ἀγγέλους λέγει, ‘Ο ποιῶν τοὺς ἀγγέλους αὐτοῦ πνεύματα, καὶ τοὺς λειτουργοὺς αὐτοῦ πυρὸς φλόγα·	quotation	explicit	litteral		Psalms	103	4	ὁ ποιῶν τοὺς ἀγγέλους αὐτοῦ πνεύματα καὶ τοὺς λειτουργοὺς αὐτοῦ πῦρ ϕλέγον.	Des esprits il fait ses anges, et ses serviteurs sont un feu ardent.	Pour les anges, il a cette parole: Celui qui fait de ses anges des esprits et de ses serviteurs une flamme de feu.	 Swete NA				
Hebrews	1	13	πρὸς τίνα δὲ τῶν ἀγγέλων εἴρηκέν ποτε, Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου;	quotation	explicit	litteral		Psalms	109	1	Τῷ Δαυιδ ψαλμός. Εἶπεν ὁ κύριος τῷ κυρίῳ μου Κάθου ἐκ δεξιῶν μου, ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου.	[Psaume de David.] Le Seigneur a dit à mon Seigneur : Assieds-toi à ma droite, jusqu'à ce que j'aie fait de tes ennemis l'escabeau de tes pieds.	Et auquel des anges a-t-il jamais dit: Siège à ma droite, de tes ennemis, je vais faire ton marchepied?	PNT Swete NA				
