NT_ref	NT_text	reuse_label	Ps_ref	Ps_text
Rv 20:13	et dedit mare mortuos qui in eo erant et mors et inferus dederunt mortuos qui in ipsis erant et iudicatum est de singulis secundum opera ipsorum	echo	Ps 27:4	da illis secundum opera ipsorum et secundum nequitiam adinventionum ipsorum  secundum opera manuum eorum tribue illis redde retributionem eorum ipsis
Rv 21:24	et ambulabunt gentes per lumen eius et reges terrae adferent gloriam suam et honorem in illam	echo	Ps 67:30	a templo tuo in Hierusalem tibi adferent reges munera
Rv 21:26	et adferent gloriam et honorem gentium in illam	echo	Ps 71:10-11	reges Tharsis et insulae munera offerent reges Arabum et Saba dona adducent et adorabunt eum omnes reges omnes gentes servient ei
Rv 22:1	et ostendit mihi fluvium aquae vitae splendidum tamquam cristallum procedentem de sede Dei et agni	echo	Ps 45:5	fluminis impetus laetificat civitatem Dei sanctificavit tabernaculum suum Altissimus
Rv 22:4	et videbunt faciem eius et nomen eius in frontibus eorum	echo	Ps 16:15	ego autem in iustitia apparebo conspectui tuo satiabor cum apparuerit gloria tua
Rv 22:4	et videbunt faciem eius et nomen eius in frontibus eorum	echo	Ps 41:3	sitivit anima mea ad Deum fortem vivum quando veniam et parebo ante faciem Dei
Rv 22:12	ecce venio cito et merces mea mecum est reddere unicuique secundum opera sua	quotation	Ps 61:13	et tibi Domine misericordia quia tu reddes unicuique iuxta opera sua
Rv 22:12	ecce venio cito et merces mea mecum est reddere unicuique secundum opera sua	echo	Ps 27:4	da illis secundum opera ipsorum et secundum nequitiam adinventionum ipsorum  secundum opera manuum eorum tribue illis redde retributionem eorum ipsis
Rv 22:14	beati qui lavant stolas suas ut sit potestas eorum in ligno vitae et portis intrent in civitatem	echo	Ps 117:19-20	aperite mihi portas iustitiae ingressus in eas confitebor Domino haec porta Domini iusti intrabunt in eam
Rm 4:8	beatus vir cui non inputabit Dominus peccatum	echo	Ps 1:1	beatus vir qui non abiit in consilio impiorum et in via peccatorum non stetit et in cathedra pestilentiae non sedit
Rm 9:17	dicit enim scriptura Pharaoni quia in hoc ipsum excitavi te ut ostendam in te virtutem meam et ut adnuntietur nomen meum in universa terra	echo	Ps 8:2	Domine Dominus noster quam admirabile est nomen tuum in universa terra quoniam elevata est magnificentia tua super caelos
Rm 9:17	dicit enim scriptura Pharaoni quia in hoc ipsum excitavi te ut ostendam in te virtutem meam et ut adnuntietur nomen meum in universa terra	echo	Ps 8:10	Domine Dominus noster quam admirabile est nomen tuum in universa terra
Rm 1:1	Paulus servus Christi Iesu vocatus apostolus segregatus in evangelium Dei	echo	Ps 77:70	et elegit David servum suum et sustulit eum de gregibus ovium  de post fetantes accepit eum
Rm 1:1	Paulus servus Christi Iesu vocatus apostolus segregatus in evangelium Dei	echo	Ps 104:26	misit Mosen servum suum Aaron quem elegit ipsum
Rm 1:16	non enim erubesco evangelium virtus enim Dei est in salutem omni credenti Iudaeo primum et Graeco	echo	Ps 118:46	et loquebar in testimoniis tuis in conspectu regum et non confundebar
Rm 1:18	revelatur enim ira Dei de caelo super omnem impietatem et iniustitiam hominum eorum qui veritatem in iniustitiam detinent	echo	Ps 72:6	ideo tenuit eos superbia operti sunt iniquitate  et impietate sua
Rm 1:20	invisibilia enim ipsius a creatura mundi per ea quae facta sunt intellecta conspiciuntur sempiterna quoque eius virtus et divinitas ut sint inexcusabiles	echo	Ps 8:4	quoniam videbo caelos tuos opera digitorum tuorum lunam et stellas quae tu fundasti
Rm 1:20	invisibilia enim ipsius a creatura mundi per ea quae facta sunt intellecta conspiciuntur sempiterna quoque eius virtus et divinitas ut sint inexcusabiles	echo	Ps 18:2	caeli enarrant gloriam Dei et opera manuum eius adnuntiat firmamentum
Rm 1:21	quia cum cognovissent Deum non sicut Deum glorificaverunt aut gratias egerunt sed evanuerunt in cogitationibus suis et obscuratum est insipiens cor eorum	echo	Ps 93:11	Dominus scit cogitationes hominum quoniam vanae sunt
Rm 1:21	quia cum cognovissent Deum non sicut Deum glorificaverunt aut gratias egerunt sed evanuerunt in cogitationibus suis et obscuratum est insipiens cor eorum	echo	Ps 75:6	turbati sunt omnes insipientes corde  dormierunt somnum suum et nihil invenerunt omnes viri divitiarum manibus suis
Rm 1:23	et mutaverunt gloriam incorruptibilis Dei in similitudinem imaginis corruptibilis hominis et volucrum et quadrupedum et serpentium	echo	Ps 105:20	et mutaverunt gloriam suam in similitudine vituli comedentis faenum
Rm 1:16-17	non enim erubesco evangelium virtus enim Dei est in salutem omni credenti Iudaeo primum et Graeco iustitia enim Dei in eo revelatur ex fide in fidem sicut scriptum est iustus autem ex fide vivit	echo	Ps 43:11	avertisti nos retrorsum post inimicos nostros et qui oderunt nos diripiebant sibi
Rm 1:16-17	non enim erubesco evangelium virtus enim Dei est in salutem omni credenti Iudaeo primum et Graeco iustitia enim Dei in eo revelatur ex fide in fidem sicut scriptum est iustus autem ex fide vivit	echo	Ps 70:1-2	David psalmus filiorum Ionadab et priorum captivorum  in te Domine speravi non confundar in aeternum in iustitia tua libera me et eripe me  inclina ad me aurem tuam et salva me
Rm 1:16-17	non enim erubesco evangelium virtus enim Dei est in salutem omni credenti Iudaeo primum et Graeco iustitia enim Dei in eo revelatur ex fide in fidem sicut scriptum est iustus autem ex fide vivit	echo	Ps 97:2-3	notum fecit Dominus salutare suum in conspectu gentium revelavit iustitiam suam recordatus est misericordiae suae   et veritatem suam domui Israhel  viderunt omnes termini terrae salutare Dei nostri
Rm 1:16-17	non enim erubesco evangelium virtus enim Dei est in salutem omni credenti Iudaeo primum et Graeco iustitia enim Dei in eo revelatur ex fide in fidem sicut scriptum est iustus autem ex fide vivit	echo	Ps 97:9	a conspectu Domini  quoniam venit iudicare terram  iudicabit orbem terrarum in iustitia et populos in aequitate
Rm 1:23	et mutaverunt gloriam incorruptibilis Dei in similitudinem imaginis corruptibilis hominis et volucrum et quadrupedum et serpentium	echo	Ps 105:19-20	et fecerunt vitulum in Choreb et adoraverunt sculptile et mutaverunt gloriam suam in similitudine vituli comedentis faenum
Rm 2:6	qui reddet unicuique secundum opera eius	quotation	Ps 61:13	et tibi Domine misericordia quia tu reddes unicuique iuxta opera sua
Rm 3:2	multum per omnem modum primum quidem quia credita sunt illis eloquia Dei	echo	Ps 102:7	notas fecit vias suas Mosi filiis Israhel voluntates suas
Rm 3:2	multum per omnem modum primum quidem quia credita sunt illis eloquia Dei	echo	Ps 147:8	
Rm 3:4	est autem Deus verax omnis autem homo mendax sicut scriptum est ut iustificeris in sermonibus tuis et vincas cum iudicaris	quotation	Ps 50:5-7	quoniam iniquitatem meam ego cognosco et peccatum meum contra me est semper tibi soli peccavi et malum coram te feci ut iustificeris in sermonibus tuis et vincas cum iudicaris ecce enim in iniquitatibus conceptus sum et in peccatis concepit me mater mea
Rm 3:4	est autem Deus verax omnis autem homo mendax sicut scriptum est ut iustificeris in sermonibus tuis et vincas cum iudicaris	quotation	Ps 115:2	
Rm 3:13	sepulchrum patens est guttur eorum linguis suis dolose agebant venenum aspidum sub labiis eorum	quotation	Ps 139:4	acuerunt linguam suam sicut serpentis venenum aspidum sub labiis eorum  diapsalma
Rm 3:14	quorum os maledictione et amaritudine plenum est	quotation	Ps 9:28	cuius maledictione os plenum est et amaritudine et dolo sub lingua eius labor et dolor
Rm 3:18	non est timor Dei ante oculos eorum	quotation	Ps 35:2	dixit iniustus ut delinquat in semet ipso non est timor Dei ante oculos eius
Rm 3:19	scimus autem quoniam quaecumque lex loquitur his qui in lege sunt loquitur ut omne os obstruatur et subditus fiat omnis mundus Deo	echo	Ps 62:12	rex vero laetabitur in Deo laudabitur omnis qui iurat in eo quia obstructum est os loquentium iniqua
Rm 3:20	quia ex operibus legis non iustificabitur omnis caro coram illo per legem enim cognitio peccati	quotation	Ps 142:2	et non intres in iudicio cum servo tuo quia non iustificabitur in conspectu tuo omnis vivens
Rm 3:21	nunc autem sine lege iustitia Dei manifestata est testificata a lege et prophetis	echo	Ps 70:15-16.24	os meum adnuntiabit iustitiam tuam tota die salutem tuam  quoniam non cognovi litteraturam introibo in potentiam Domini Domine memorabor iustitiae tuae solius sed et lingua mea tota die meditabitur iustitiam tuam cum confusi et reveriti fuerint qui quaerunt mala mihi
Rm 3:10-11	sicut scriptum est quia non est iustus quisquam non est intellegens non est requirens Deum	quotation	Ps 52:3-4	Deus de caelo prospexit in filios hominum ut videat si est intellegens aut requirens Deum omnes declinaverunt simul inutiles facti sunt non est qui faciat bonum non est usque ad unum
Rm 3:10-13	sicut scriptum est quia non est iustus quisquam non est intellegens non est requirens Deum omnes declinaverunt simul inutiles facti sunt non est qui faciat bonum non est usque ad unum sepulchrum patens est guttur eorum linguis suis dolose agebant venenum aspidum sub labiis eorum	quotation	Ps 5:10	quoniam non est in ore eorum veritas cor eorum vanum est
Rm 3:10-13	sicut scriptum est quia non est iustus quisquam non est intellegens non est requirens Deum omnes declinaverunt simul inutiles facti sunt non est qui faciat bonum non est usque ad unum sepulchrum patens est guttur eorum linguis suis dolose agebant venenum aspidum sub labiis eorum	quotation	Ps 139:4	acuerunt linguam suam sicut serpentis venenum aspidum sub labiis eorum  diapsalma
Rm 3:10-14	sicut scriptum est quia non est iustus quisquam non est intellegens non est requirens Deum omnes declinaverunt simul inutiles facti sunt non est qui faciat bonum non est usque ad unum sepulchrum patens est guttur eorum linguis suis dolose agebant venenum aspidum sub labiis eorum quorum os maledictione et amaritudine plenum est	quotation	Ps 9:28	cuius maledictione os plenum est et amaritudine et dolo sub lingua eius labor et dolor
Rm 3:10-18	sicut scriptum est quia non est iustus quisquam non est intellegens non est requirens Deum omnes declinaverunt simul inutiles facti sunt non est qui faciat bonum non est usque ad unum sepulchrum patens est guttur eorum linguis suis dolose agebant venenum aspidum sub labiis eorum quorum os maledictione et amaritudine plenum est veloces pedes eorum ad effundendum sanguinem contritio et infelicitas in viis eorum et viam pacis non cognoverunt non est timor Dei ante oculos eorum	quotation	Ps 13:1-3	in finem psalmus David dixit insipiens in corde suo non est Deus  corrupti sunt et abominabiles facti sunt in studiis suis non est qui faciat bonum non est usque ad unum Dominus de caelo prospexit super filios hominum ut videat si est intellegens aut requirens Deum omnes declinaverunt simul inutiles facti sunt non est qui faciat bonum non est usque ad unum sepulchrum patens est guttur eorum linguis suis dolose agebant venenum aspidum sub labiis eorum  quorum os maledictione et non est timor Dei ante oculos eorum amaritudine plenum est veloces pedes eorum ad effundendum sanguinem  contritio et infelicitas in viis eorum et viam pacis non cognoverunt
Rm 3:12-13	omnes declinaverunt simul inutiles facti sunt non est qui faciat bonum non est usque ad unum sepulchrum patens est guttur eorum linguis suis dolose agebant venenum aspidum sub labiis eorum	quotation	Ps 5:10	quoniam non est in ore eorum veritas cor eorum vanum est
Rm 4:6-8	sicut et David dicit beatitudinem hominis cui Deus accepto fert iustitiam sine operibus beati quorum remissae sunt iniquitates et quorum tecta sunt peccata beatus vir cui non inputabit Dominus peccatum	quotation	Ps 31:1-2	huic David intellectus  beati quorum remissae sunt iniquitates et quorum tecta sunt peccata beatus vir cui non inputabit Dominus peccatum nec est in spiritu eius dolus
Rm 5:5	spes autem non confundit quia caritas Dei diffusa est in cordibus nostris per Spiritum Sanctum qui datus est nobis	echo	Ps 21:6	ad te clamaverunt et salvi facti sunt in te speraverunt et non sunt confusi
Rm 5:5	spes autem non confundit quia caritas Dei diffusa est in cordibus nostris per Spiritum Sanctum qui datus est nobis	echo	Ps 24:20	custodi animam meam et erue me non erubescam quoniam speravi in te
Rm 8:34	quis est qui condemnet Christus Iesus qui mortuus est immo qui resurrexit qui et est ad dexteram Dei qui etiam interpellat pro nobis	echo	Ps 109:1	david psalmus  dixit Dominus Domino meo sede a dextris meis  donec ponam inimicos tuos scabillum pedum tuorum
Rm 8:36	sicut scriptum est quia propter te mortificamur tota die aestimati sumus ut oves occisionis	quotation	Ps 43:23	exsurge quare dormis Domine exsurge et ne repellas in finem
Rm 8:31-39	quid ergo dicemus ad haec si Deus pro nobis quis contra nos qui etiam Filio suo non pepercit sed pro nobis omnibus tradidit illum quomodo non etiam cum illo omnia nobis donabit quis accusabit adversus electos Dei Deus qui iustificat quis est qui condemnet Christus Iesus qui mortuus est immo qui resurrexit qui et est ad dexteram Dei qui etiam interpellat pro nobis quis nos separabit a caritate Christi tribulatio an angustia an persecutio an fames an nuditas an periculum an gladius sicut scriptum est quia propter te mortificamur tota die aestimati sumus ut oves occisionis sed in his omnibus superamus propter eum qui dilexit nos certus sum enim quia neque mors neque vita neque angeli neque principatus neque instantia neque futura neque fortitudines neque altitudo neque profundum neque creatura alia poterit nos separare a caritate Dei quae est in Christo Iesu Domino nostro	echo	Ps 117:6	Dominus mihi adiutor non timebo quid faciat mihi homo
Rm 9:5	quorum patres et ex quibus Christus secundum carnem qui est super omnia Deus benedictus in saecula amen	echo	Ps 40:14	benedictus Dominus Deus Israhel a saeculo et in saeculum fiat fiat
Rm 10:7	aut quis descendit in abyssum hoc est Christum ex mortuis revocare	echo	Ps 70:20	quantas ostendisti mihi tribulationes multas et malas et conversus vivificasti me et de abyssis terrae iterum reduxisti me
Rm 10:7	aut quis descendit in abyssum hoc est Christum ex mortuis revocare	echo	Ps 106:26	ascendunt usque ad caelos et descendunt usque ad abyssos anima eorum in malis tabescebat
Rm 10:18	sed dico numquid non audierunt et quidem in omnem terram exiit sonus eorum et in fines orbis terrae verba eorum	quotation	Ps 18:5	in omnem terram exivit sonus eorum et in fines orbis terrae verba eorum
Rm 11:26	et sic omnis Israhel salvus fieret sicut scriptum est veniet ex Sion qui eripiat avertet impietates ab Iacob	echo	Ps 13:7	quis dabit ex Sion salutare Israhel cum averterit Dominus captivitatem plebis suae exultabit Iacob et laetabitur Israhel
Rm 11:29	sine paenitentia enim sunt dona et vocatio Dei	echo	Ps 109:4	iuravit Dominus et non paenitebit eum tu es sacerdos in aeternum secundum ordinem Melchisedech
Rm 11:33	o altitudo divitiarum sapientiae et scientiae Dei quam inconprehensibilia sunt iudicia eius et investigabiles viae eius	echo	Ps 76:20	in mari via tua et semitae tuae in aquis multis et vestigia tua non cognoscentur
Rm 11:1-2	dico ergo numquid reppulit Deus populum suum absit nam et ego Israhelita sum ex semine Abraham tribu Beniamin non reppulit Deus plebem suam quam praesciit an nescitis in Helia quid dicit scriptura quemadmodum interpellat Deum adversus Israhel	quotation	Ps 93:14	quia non repellet Dominus plebem suam et hereditatem suam non derelinquet
Rm 11:9-10	et David dicit fiat mensa eorum in laqueum et in captionem et in scandalum et in retributionem illis obscurentur oculi eorum ne videant et dorsum illorum semper incurva	quotation	Ps 68:23-24	fiat mensa eorum coram ipsis in laqueum et in retributiones et in scandalum obscurentur oculi eorum ne videant et dorsum eorum semper incurva
Rm 11:9-10	et David dicit fiat mensa eorum in laqueum et in captionem et in scandalum et in retributionem illis obscurentur oculi eorum ne videant et dorsum illorum semper incurva	echo	Ps 34:6	fiat via illorum tenebrae et lubricum et angelus Domini persequens eos
Rm 11:9-10	et David dicit fiat mensa eorum in laqueum et in captionem et in scandalum et in retributionem illis obscurentur oculi eorum ne videant et dorsum illorum semper incurva	echo	Ps 34:8	veniat illi laqueus quem ignorat et captio quam abscondit conprehendat eum et in laqueo cadat in ipso
Rm 12:9	dilectio sine simulatione odientes malum adherentes bono	echo	Ps 96:10	qui diligitis Dominum odite malum custodit animas sanctorum suorum de manu peccatoris liberabit eos
Rm 15:3	etenim Christus non sibi placuit sed sicut scriptum est inproperia inproperantium tibi ceciderunt super me	quotation	Ps 68:10	quoniam zelus domus tuae comedit me et obprobria exprobrantium tibi ceciderunt super me
Rm 15:11	et iterum laudate omnes gentes Dominum et magnificate eum omnes populi	quotation	Ps 116:1	alleluia  laudate Dominum omnes gentes laudate eum omnes populi
Rm 15:9	gentes autem super misericordiam honorare Deum sicut scriptum est propter hoc confitebor tibi in gentibus et nomini tuo cantabo	quotation	Ps 17:50-51	propterea confitebor tibi in nationibus Domine et psalmum dicam nomini tuo magnificans salutes regis eius et faciens misericordiam christo suo David et semini eius usque in saeculum
Rm 15:9-11	gentes autem super misericordiam honorare Deum sicut scriptum est propter hoc confitebor tibi in gentibus et nomini tuo cantabo et iterum dicit laetamini gentes cum plebe eius et iterum laudate omnes gentes Dominum et magnificate eum omnes populi	echo	Ps 104:1-3	alleluia  confitemini Domino et invocate nomen eius adnuntiate inter gentes opera eius cantate ei et psallite ei narrate omnia mirabilia eius laudamini in nomine sancto eius laetetur cor quaerentium Dominum
Tt 1:16	confitentur se nosse Deum factis autem negant cum sunt abominati et incredibiles et ad omne opus bonum reprobi	echo	Ps 13:1	in finem psalmus David dixit insipiens in corde suo non est Deus  corrupti sunt et abominabiles facti sunt in studiis suis non est qui faciat bonum non est usque ad unum
Tt 2:14	qui dedit semet ipsum pro nobis ut nos redimeret ab omni iniquitate et mundaret sibi populum acceptabilem sectatorem bonorum operum	echo	Ps 129:8	et ipse redimet Israhel ex omnibus iniquitatibus eius
